1,PLEO,delegates,10,winners,0,losers,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,ATLARGE,delegates,21,winners,0,losers,1,2,3,4,5,6,7,8,9,10,11,12,13,14
