1,PLEO,delegates,12,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14
1,ATLARGE,delegates,19,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14
