1,PLEO,delegates,9,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,ATLARGE,delegates,15,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
