1,PLEO,delegates,30,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,ATLARGE,delegates,49,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
