1,PLEO,delegates,7,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14
1,ATLARGE,delegates,11,winners,0,1,losers,2,3,4,5,6,7,8,9,10,11,12,13,14
