1,PLEO,delegates,10,winners,0,1,2,losers,3,4,5,6,7,8,9,10,11,12,13,14,15
1,ATLARGE,delegates,16,winners,0,1,2,losers,3,4,5,6,7,8,9,10,11,12,13,14,15
