1,PLEO,delegates,12,winners,0,1,2,losers,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,ATLARGE,delegates,20,winners,0,1,2,losers,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
