1,PLEO,delegates,4,winners,0,1,2,3,losers,4,5,6,7,8,9,10,11,12,13,14
1,ATLARGE,delegates,6,winners,0,1,2,3,losers,4,5,6,7,8,9,10,11,12,13,14
